go_struct,type_token,field_name,json_key,declared_in,go_type,container,ref_struct,values,applicable,required,required_when,default,default_by,evidence,evidence_ref,deprecated,corpus_count,corpus_prod_count,harness,review,reviewed_hash,description,notes
OutputFileSpec,*,KeyPrefix,key_prefix,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:335,no,8,8,pass,reviewed,b07be48485de,"KeyPrefix is optional, default to input file key path in OutputLocation. Name is file name (required or via OutputLocation). Headers overrides the headers from the input_channel's spec or from the schema_provider. Schema provider indicates if put the header line or not. The input channel's schema provider indicates what delimiter to use on the header line.",-
OutputFileSpec,*,MainInputRowCount,main_input_row_count,FileConfig,int64,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:336,no,0,0,pass,reviewed,2783de7d120a,The total record count of the main input: the sum of input_records_count at step reducing00. start_reducing_cp carries it from step to step and exposes it to When expressions as $MAIN_INPUT_ROW_COUNT.,B.6 by-product finding (2026-08-16): the FileConfig copy of this field has no reader or writer anywhere in jets/ - the live main_input_row_count is StartComputePipesArgs's (actions_common_model.go:30) - and 0 corpus occurrences. The applicable=yes here rests on the comment alone; candidate dead field. For the review to rule on.
OutputFileSpec,*,MultiColumnsInput,multi_columns_input,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:337,no,0,0,pass,reviewed,c71c71361330,"Require multiple columns in the input file, to detect a wrong delimiter (csv, headerless_csv).",-
OutputFileSpec,*,NbrRowsInRecord,nbr_rows_in_record,FileConfig,int64,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:338,no,0,0,pass,reviewed,853caaaa0bbf,Nbr of rows in a record (format parquet).,-
OutputFileSpec,*,NoQuotes,no_quotes,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:339,no,0,0,pass,reviewed,64d69ddd7e35,"Never quote records on the csv writer, even when a record contains a quote.",-
OutputFileSpec,*,ParquetSchema,parquet_schema,FileConfig,*ParquetSchemaInfo,object,ParquetSchemaInfo,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:340,no,0,0,pass,reviewed,7b79754b27cd,Schema of the parquet file; typically populated by JetStore from the input file.,-
OutputFileSpec,*,PutHeadersOnFirstPartition,put_headers_on_first_partition,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:341,no,0,0,pass,reviewed,a2c7d71d9aa7,Write the header line on the first partition file.,-
OutputFileSpec,*,QuoteAllRecords,quote_all_records,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:342,no,0,0,pass,reviewed,069b8dbef0af,Quote every record on the csv writer.,-
OutputFileSpec,*,ReadBatchSize,read_batch_size,FileConfig,int64,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:343,no,0,0,pass,reviewed,e8b22a8fcfc6,Nbr of rows to read per record (format parquet).,-
OutputFileSpec,*,ReadDateLayout,read_date_layout,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:344,no,0,0,pass,reviewed,96e0fb8769a3,Date layout used to parse dates on read.,-
OutputFileSpec,*,ReorderColumnsOnRead,reorder_columns_on_read,FileConfig,[]int,array,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:345,no,0,0,pass,reviewed,c115b28770aa,Column positions used to reorder the input columns on read.,-
OutputFileSpec,*,TrimColumns,trim_columns,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:346,no,0,0,pass,reviewed,d554a4adde26,Trim whitespace around column values.,-
OutputFileSpec,*,UseLazyQuotes,use_lazy_quotes,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:347,no,0,0,pass,reviewed,fee8240f7ddd,Tolerant csv quote handling; see csv.NewReader.,-
OutputFileSpec,*,UseLazyQuotesSpecial,use_lazy_quotes_special,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:348,no,0,0,pass,reviewed,9d480b78889a,Variant of use_lazy_quotes; see csv.NewReader.,-
OutputFileSpec,*,VariableFieldsPerRecord,variable_fields_per_record,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:349,no,0,0,pass,reviewed,8b53e9090d08,Allow a variable number of fields per record; see csv.NewReader.,-
OutputFileSpec,*,WriteDateLayout,write_date_layout,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:350,no,0,0,pass,reviewed,d04535e9359d,Date layout used to format dates on write.,-
OutputFileSpec,*,OutputEncoding,output_encoding,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:351,no,0,0,pass,reviewed,f9a463178ffc,Character encoding of the output file.,-
OutputFileSpec,*,OutputEncodingSameAsInput,output_encoding_same_as_input,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:352,no,0,0,pass,reviewed,1ab8ba742e48,Use the input file's encoding for the output.,-
OutputFileSpec,*,Key,key,OutputFileSpec,string,scalar,-,-,yes,yes,-,-,none,builder,jets/compute_pipes/actions_start_common.go:813,no,18,18,untestable,reviewed,e29434c79752,Key referenced by a merge_files pipe's output_file.,-
OutputFileSpec,*,FileName2,name,OutputFileSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:517,no,18,18,pass,reviewed,4d6b18d180b4,The output file name.,-
OutputFileSpec,*,FileKey2,output_location,OutputFileSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:518,no,7,7,pass,reviewed,a0500edd65b8,The output location.,-
OutputFileSpec,*,SchemaProvider,schema_provider,OutputFileSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:519,no,6,6,pass,reviewed,76ce718e585a,Schema provider giving headers and the header-line delimiter.,-
OutputFileSpec,*,UseOriginalHeaders,use_original_headers,OutputFileSpec,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:520,no,2,2,pass,reviewed,15ff582ac2d8,Use the original headers that came with the input file rather than the uniquefied headers JetStore processes with (csv).,-
OutputFileSpec,*,Headers,headers,OutputFileSpec,[]string,array,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:521,no,9,9,pass,reviewed,102fc048cec9,Overrides the headers from the input channel's spec or the schema provider.,-
BadRowsSpec,*,Comment,comment,BadRowsSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:747,no,0,0,pass,reviewed,87d0afcc85ab,Free text for the reader; ignored by JetStore.,-
BadRowsSpec,*,BadRowsStepId,bad_rows_step_id,BadRowsSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:748,no,4,4,pass,reviewed,71807b65e8d5,"BadRowsStepId: step id in stage location to output bad rows The input row is considered a bad row when any of WhenCriteria applies then the row is sent to bad row channel and remove from the input rows. WhenCriteria []BadRowsCriteria `json:""when_criteria,omitempty""`",-
BlankFieldMarkersSpec,*,Comment,comment,BlankFieldMarkersSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:356,no,-,-,pass,reviewed,239bf2a94e90,Free text for the reader; ignored by JetStore.,-
BlankFieldMarkersSpec,*,CaseSensitive,case_sensitive,BlankFieldMarkersSpec,bool,scalar,-,-,yes,no,-,-,none,generator,workspaces/cedargate_ws/go/lambdas/api_gateway/cgt_deid_handler.go:300,no,-,-,pass,reviewed,be1463e84793,Match the markers case-sensitively.,-
BlankFieldMarkersSpec,*,Markers,markers,BlankFieldMarkersSpec,[]string,array,-,-,yes,no,-,-,none,generator,workspaces/cedargate_ws/go/lambdas/api_gateway/cgt_deid_handler.go:301,no,-,-,pass,reviewed,c39b1778a56f,The marker texts.,-
ParquetSchemaInfo,*,Fields,fields,ParquetSchemaInfo,[]*FieldInfo,array,FieldInfo,-,yes,no,-,-,none,comment,jets/compute_pipes/parquet_schema_info.go:18,no,-,-,pass,reviewed,6b73269641f8,The fields of the schema.,-
FieldInfo,*,Name,name,FieldInfo,string,scalar,-,-,yes,yes,-,-,none,comment,jets/compute_pipes/parquet_schema_info.go:21,no,-,-,untestable,reviewed,16eff77f446c,Field name.,required ruled by Michel 2026-08-16 (bucket-1 review); row awaits full B.8 review for the reviewed tick.
FieldInfo,*,Type,type,FieldInfo,string,scalar,-,-,yes,no,-,-,none,builder,jets/compute_pipes/parquet_schema_info.go:158,no,-,-,pass,reviewed,9bdb5dfcf183,The parquet (arrow) type.,-
FieldInfo,*,Nullable,nullable,FieldInfo,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/parquet_schema_info.go:23,no,-,-,pass,reviewed,f9121df19998,Whether nulls are allowed.,-
FieldInfo,*,DecimalPrecision,precision,FieldInfo,int32,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/parquet_schema_info.go:24,no,-,-,pass,reviewed,b0784eb9c72f,Decimal precision.,-
FieldInfo,*,DecimalScale,scale,FieldInfo,int32,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/parquet_schema_info.go:25,no,-,-,pass,reviewed,9e5a390ce7f8,Decimal scale.,-
LookupSpec,sql_lookup,Comment,comment,LookupSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:223,no,0,0,pass,reviewed,1c833a8ee188,Free text for the reader; ignored by JetStore.,-
LookupSpec,sql_lookup,Key,key,LookupSpec,string,scalar,-,-,yes,yes,-,-,none,builder,jets/compute_pipes/actions_start_common.go:575,no,44,44,untestable,reviewed,30bf90c95bb9,The lookup table key referenced by the transformations.,-
LookupSpec,sql_lookup,Type,type,LookupSpec,string,scalar,-,-,yes,yes,-,-,none,builder,jets/compute_pipes/lookup_table_manager.go:43,no,44,44,untestable,reviewed,ec0e5214488d,"The source kind. Range: sql_lookup, s3_csv_lookup.",-
LookupSpec,sql_lookup,Query,query,LookupSpec,string,scalar,-,-,yes,yes,-,-,none,comment,jets/compute_pipes/pipes_model.go:227,no,44,44,untestable,reviewed,2f9255795b27,The sql query sourcing the table (sql_lookup).,-
LookupSpec,sql_lookup,CsvSource,csv_source,LookupSpec,*CsvSourceSpec,object,CsvSourceSpec,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:228,no,0,0,untestable,reviewed,1b83005d1568,The s3 csv source of the table (s3_csv_lookup).,For s3_csv_lookup only.
LookupSpec,sql_lookup,Columns,columns,LookupSpec,[]TableColumnSpec,array,TableColumnSpec,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:229,no,44,44,pass,reviewed,103586efbde1,Column metadata of the lookup table.,-
LookupSpec,sql_lookup,LookupKey,lookup_key,LookupSpec,[]string,array,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:230,no,44,44,pass,reviewed,b9ad19d94eb3,Columns forming the lookup key.,-
LookupSpec,sql_lookup,LookupValues,lookup_values,LookupSpec,[]string,array,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:231,no,44,44,pass,reviewed,561b7aeeecba,Columns returned as the lookup values.,-
LookupSpec,s3_csv_lookup,Comment,comment,LookupSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:223,no,0,0,pass,reviewed,1d9ea3f5d39f,Free text for the reader; ignored by JetStore.,-
LookupSpec,s3_csv_lookup,Key,key,LookupSpec,string,scalar,-,-,yes,yes,-,-,none,builder,jets/compute_pipes/actions_start_common.go:575,no,3,3,untestable,reviewed,d18eb64826e0,The lookup table key referenced by the transformations.,-
LookupSpec,s3_csv_lookup,Type,type,LookupSpec,string,scalar,-,-,yes,yes,-,-,none,builder,jets/compute_pipes/lookup_table_manager.go:43,no,3,3,untestable,reviewed,4e919ea31081,"The source kind. Range: sql_lookup, s3_csv_lookup.",-
LookupSpec,s3_csv_lookup,Query,query,LookupSpec,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:227,no,0,0,untestable,reviewed,ad115c48b0a5,The sql query sourcing the table (sql_lookup).,For sql_lookup only.
LookupSpec,s3_csv_lookup,CsvSource,csv_source,LookupSpec,*CsvSourceSpec,object,CsvSourceSpec,-,yes,yes,-,-,none,comment,jets/compute_pipes/pipes_model.go:228,no,3,3,untestable,reviewed,70bceb980078,The s3 csv source of the table (s3_csv_lookup).,-
LookupSpec,s3_csv_lookup,Columns,columns,LookupSpec,[]TableColumnSpec,array,TableColumnSpec,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:229,no,0,0,pass,reviewed,64222171b3ec,Column metadata of the lookup table.,-
LookupSpec,s3_csv_lookup,LookupKey,lookup_key,LookupSpec,[]string,array,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:230,no,3,3,pass,reviewed,cdfbab37c435,Columns forming the lookup key.,-
LookupSpec,s3_csv_lookup,LookupValues,lookup_values,LookupSpec,[]string,array,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:231,no,3,3,pass,reviewed,ca7c9dd9d27c,Columns returned as the lookup values.,-
CsvSourceSpec,cpipes,Comment,comment,CsvSourceSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:235,no,0,0,pass,reviewed,8de370848bd3,Free text for the reader; ignored by JetStore.,-
CsvSourceSpec,cpipes,Type,type,CsvSourceSpec,string,scalar,-,-,yes,yes,-,-,none,corpus,-,no,4,4,untestable,reviewed,6d1c099da21c,"The source kind. Range: cpipes, csv_file.",-
CsvSourceSpec,cpipes,Format,format,CsvSourceSpec,string,scalar,-,csv|headerless_csv,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:246,no,4,4,pass,reviewed,2863b074d54b,"Format: csv, headerless_csv",-
CsvSourceSpec,cpipes,Compression,compression,CsvSourceSpec,string,scalar,-,none|snappy,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:247,no,4,4,pass,reviewed,372f42824031,"Compression: none, snappy",-
CsvSourceSpec,cpipes,Delimiter,delimiter,CsvSourceSpec,rune,scalar,-,-,yes,no,-,44,builder,comment,jets/compute_pipes/pipes_model.go:248,no,3,3,pass,reviewed,af1474ade27e,"Field delimiter as a code point; default ',' (44).","Default ',' per the declaration comment, as code point 44."
CsvSourceSpec,cpipes,CsvSourceFileKey,csv_source_file_key,CsvSourceSpec,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:249,no,0,0,untestable,reviewed,a3618250327d,S3 file key of the csv file (type csv_file).,For csv_file only.
CsvSourceSpec,cpipes,ProcessName,process_name,CsvSourceSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:250,no,1,1,pass,reviewed,8ccc1c649a16,Process name of the cpipes pipeline to read from (type cpipes).,-
CsvSourceSpec,cpipes,ReadStepId,read_step_id,CsvSourceSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:251,no,4,4,pass,reviewed,cb6a45fdf648,Step id in the stage location to read from (type cpipes).,-
CsvSourceSpec,cpipes,JetsPartitionLabel,jets_partition,CsvSourceSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:252,no,4,4,pass,reviewed,f4efe8296fbe,Partition label to read (type cpipes).,-
CsvSourceSpec,cpipes,SessionId,session_id,CsvSourceSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:253,no,2,2,pass,reviewed,d8d50a35a564,Session id to read from (type cpipes).,-
CsvSourceSpec,cpipes,ClassName,class_name,CsvSourceSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:254,no,1,1,pass,reviewed,195ee8334269,Class name used when loading metadata sources for jetrules.,-
CsvSourceSpec,cpipes,MakeEmptyWhenNoFile,make_empty_source_when_no_files_found,CsvSourceSpec,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:255,no,0,0,pass,reviewed,c69549d9a501,"MakeEmptyWhenNoFile: Do not make an error when no files are found, make empty source. Default: generate an error when no files are found in s3.",-
CsvSourceSpec,csv_file,Comment,comment,CsvSourceSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:235,no,-,-,pass,reviewed,f63b43c103ea,Free text for the reader; ignored by JetStore.,-
CsvSourceSpec,csv_file,Type,type,CsvSourceSpec,string,scalar,-,-,yes,yes,-,-,none,builder,jets/compute_pipes/utils_csv_source.go:28,no,-,-,untestable,reviewed,81fab15b5556,"The source kind. Range: cpipes, csv_file.",-
CsvSourceSpec,csv_file,Format,format,CsvSourceSpec,string,scalar,-,csv|headerless_csv,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:246,no,-,-,pass,reviewed,f8d735244fd8,"Format: csv, headerless_csv",-
CsvSourceSpec,csv_file,Compression,compression,CsvSourceSpec,string,scalar,-,none|snappy,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:247,no,-,-,pass,reviewed,0add2f0ee218,"Compression: none, snappy",-
CsvSourceSpec,csv_file,Delimiter,delimiter,CsvSourceSpec,rune,scalar,-,-,yes,no,-,44,builder,comment,jets/compute_pipes/pipes_model.go:248,no,-,-,pass,reviewed,b5ab6cf9b9c3,"Field delimiter as a code point; default ',' (44).","Default ',' per the declaration comment, as code point 44."
CsvSourceSpec,csv_file,CsvSourceFileKey,csv_source_file_key,CsvSourceSpec,string,scalar,-,-,yes,yes,-,-,none,comment,jets/compute_pipes/pipes_model.go:249,no,-,-,untestable,reviewed,531056794f2d,S3 file key of the csv file (type csv_file).,-
CsvSourceSpec,csv_file,ProcessName,process_name,CsvSourceSpec,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:250,no,-,-,untestable,reviewed,67d013679d9d,Process name of the cpipes pipeline to read from (type cpipes).,"For cpipes only, per the declaration comments."
CsvSourceSpec,csv_file,ReadStepId,read_step_id,CsvSourceSpec,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:251,no,-,-,untestable,reviewed,0a12523ebc40,Step id in the stage location to read from (type cpipes).,"For cpipes only, per the declaration comments."
CsvSourceSpec,csv_file,JetsPartitionLabel,jets_partition,CsvSourceSpec,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:252,no,-,-,untestable,reviewed,5a1cbad6b69b,Partition label to read (type cpipes).,"For cpipes only, per the declaration comments."
